1704902604.574,2024-01-10 16:03:24.574,0,91.0,50162868,9.687499998835847,0,6.413714525382491,0.023612614335684935,null_state
1704902605.102,2024-01-10 16:03:25.102,0,85.34,50162940,3.937499999301508,0,6.441793676155827,0.023591436188796472,null_state
1704902605.634,2024-01-10 16:03:25.634,0,98.64,50162976,3.937499999301508,0,6.441793676155827,0.023591436188796472,null_state
1704902606.163,2024-01-10 16:03:26.163,0,83.23,50163012,9.500000000116415,0,6.460374929207742,0.023279025636870287,null_state
1704902606.689,2024-01-10 16:03:26.689,0,89.49,50163084,9.500000000116415,0,6.460374929207742,0.023279025636870287,null_state
1704902607.215,2024-01-10 16:03:27.215,0,76.78,50163120,2.0624999997380797,0,6.424212201811429,0.023488866871800913,null_state
1704902607.747,2024-01-10 16:03:27.747,0,98.7,50163156,2.0624999997380797,0,6.424212201811429,0.023610864366803853,null_state
1704902608.274,2024-01-10 16:03:28.274,0,58.54,50163192,9.81250000113505,0,6.488953969334836,0.023545363853717673,null_state
1704902608.803,2024-01-10 16:03:28.803,0,74.02,50163228,1.5624999985448085,0,6.477529668737956,0.0235364190463362,null_state
1704902609.33,2024-01-10 16:03:29.330,0,93.09,50163264,1.5624999985448085,0,6.477529668737956,0.0235364190463362,null_state
1704902609.861,2024-01-10 16:03:29.861,0,126.37,50163336,10.000000000582077,0,6.426370260728875,0.023490576908506193,null_state
1704902610.388,2024-01-10 16:03:30.388,0,96.42,50163408,10.000000000582077,0,6.426370260728875,0.023490576908506193,null_state
1704902610.915,2024-01-10 16:03:30.915,0,96.27,50163444,1.249999999708976,0,6.440379355057386,0.022806266258502832,null_state
1704902611.441,2024-01-10 16:03:31.441,0,100.33,50163516,1.249999999708976,0,6.440379355057386,0.022806266258502832,null_state
1704902611.968,2024-01-10 16:03:31.968,0,107.69,50163552,9.937499999796273,0,6.447499730242636,0.023017653103532463,null_state
1704902612.494,2024-01-10 16:03:32.494,0,63.2,50163588,9.937499999796273,0,6.447499730242636,0.023017653103532463,null_state
1704902613.02,2024-01-10 16:03:33.020,0,62.24,50163624,1.7499999994470414,0,6.452157235928876,0.023535169404128496,null_state
1704902613.547,2024-01-10 16:03:33.547,0,99.96,50163660,1.7499999994470414,0,6.452157235928876,0.023535169404128496,null_state
1704902614.074,2024-01-10 16:03:34.074,0,91.77,50163732,9.562500001629829,0,6.493282279592992,0.02349373389934671,null_state
1704902614.599,2024-01-10 16:03:34.599,0,61.94,50163768,9.562500001629829,0,6.493282279592992,0.02349373389934671,null_state
