290.63425612449646(1)
296.56512570381165(2)
294.9500381946564
294.341242313385
300.69471883773804
289.6296634674072
----
296.1207449436188(1)
292.0035343170166
292.3368456363678
289.7879481315613
298.39885663986206
294.7421450614929
----
293.72584795951843
294.5193040370941
295.72132539749146
296.93589663505554
291.07134103775024
-----
294.4745121002197
292.4354145526886
298.8372473716736
305.1067838668823
298.24094319343567
------
293.88469552993774
292.1930208206177
292.72515511512756
301.6736454963684
297.9839115142822
------
298.53509187698364
293.6064016819
296.45940017700195
291.24686336517334
297.1617383956909
-----
296.6427733898163
296.458283662796
298.25095415115356
296.2518563270569
307.3032202720642
